Compound,Activity,ATCH1,ATCH2,ATCH3,ATCH4,ATCH5,ATCH6,ATCH7,ATCH8,ATCH9,ATCH10,DIPV_X,DIPV_Y,DIPV_Z,DIPMOM,ESDL1,ESDL2,ESDL3,ESDL4,ESDL5,ESDL6,ESDL7,ESDL8,ESDL9,ESDL10,NSDL1,NSDL2,NSDL3,NSDL4,NSDL5,NSDL6,NSDL7,NSDL8,NSDL9,NSDL10,DWVOL,SURF_A,MOFI_X,MOFI_Y,MOFI_Z,PEAX_X,PEAX_Y,PEAX_Z,MOL_WT,S8_1DX,S8_1DY,S8_1DZ,S8_1CX,S8_1CY,S8_1CZ,LOGP,M_PNT,SUM_F,SUM_R
D23,0.4330985915492958,0.736585365853659,0.6670805250088684,0.731190650109569,0.8041495668034657,0.7577854671280277,0.1266055045871557,0.5509915014164308,0.9670886075949365,0.19271445358401795,0.3145890680298862,0.9779279880227095,0.6462231683519601,0.5082140964493905,0.2974922185388567,0.9954539064526412,0.9775990712389591,0.8229628497171687,0.9934645829104931,0.8945631970260222,0.9856171669056097,0.9953743501575995,0.8463830642949854,0.8614578466057006,0.9966017032427121,0.8356996803271608,0.574586246570493,0.057777933597447706,0.21408557318405744,0.028424083889768477,0.34239335598339,0.8790181780835986,0.08726653785996868,0.04855543790651948,0.25745038681466537,0.34004291320378144,0.2724841503586134,0.2789189549589334,0.09718926683870732,0.10578872790844573,0.19470567295556773,0.31324795297081676,0.5072926711668275,0.2268223851079163,0.3177602647276528,0.04603486557849257,0.20698803624167783,0.08251054527952509,0.18710052295177226,0.7296516694470034,0.3603562106556119,0.8505154639175259,0.5340909090909091,0.8571428571428572
F15,0.4577464788732395,1.0000000000000002,0.0,0.9999999999999999,0.8445052439580485,0.5515570934256057,0.13211009174311883,0.3739376770538243,0.9721518987341762,0.23971797884841362,0.30633110499410154,0.6114495782748551,0.19905623558630475,0.0,0.7503226459498444,0.9831402497579442,0.9801314386970189,0.9405289711053356,0.9743138714114966,0.930924721189591,0.987621205814796,0.9830529288959842,0.976015063709987,0.9797743808824512,0.9938584998362268,0.028324165538691937,0.03243649880520397,0.10924517056410621,0.018002234254912618,0.014444367958514032,0.06938467346168364,0.05545856013145739,0.1836185481645045,0.11848938637624165,0.25052135889673743,0.7277548640172626,0.5823678310330488,0.4665700769992953,0.4144794509637574,0.43634388640926,0.45343516391055305,0.8414864581146337,0.3249156219864995,0.8525004183500817,0.5297862150041364,0.1371744479116659,0.4980727837012562,0.1535900744018771,0.2974691716702176,0.0,0.4105634884077998,0.5979381443298969,0.38636363636363635,1.0
G4,0.46478873239436624,0.5219512195121954,0.6841078396594538,0.4528853177501825,0.5882352941176471,0.5148788927335641,0.20550458715596331,0.3031161473087818,0.9797468354430379,0.18683901292596872,0.29964608729846653,0.008864380901558,0.4885861273727159,0.329709677881379,0.3485335425260015,0.9691554680832949,0.9683250392075659,0.5449472557712889,0.9300272872832238,0.5861059479553902,0.937936456550895,0.9654372535374622,0.9602566680682254,0.9587477471463854,0.9651162790697675,0.016401232612389488,0.0,0.012305858430038896,0.010707330920012463,0.0,0.007134767836919631,0.019924001232412447,0.062425246112797816,0.02606766500277316,0.12700975445677776,0.5963987230911911,0.5195415472340926,0.7241098146205619,0.3177608989456446,0.30643474023972367,0.3589268955697227,0.5577997060676045,0.7720889585342334,0.707387132775926,0.5359254582662081,0.1743879020643303,0.4437603243730288,0.15532812364214904,0.29200651358311636,0.17436446480591583,0.6701980654076463,0.41752577319587625,0.0,0.163265306122449
G9,0.5,0.5203252032520327,0.47623270663355804,0.5441928414901387,0.8750569995440037,0.271280276816609,0.35779816513761453,0.2903682719546743,0.9670886075949365,0.18096357226791948,0.3004325599685411,0.1184091549191385,0.3670675891431612,0.35539036651914235,0.4327631146089026,0.9056388588037992,0.9460191590910634,0.35720837792386484,0.8538123266355455,0.549907063197026,0.9068892691424255,0.9001187113676368,0.9527248130747152,0.9487016888058207,0.9499672453324599,0.0026495406502894253,0.020311531993981752,0.014058829716369237,0.0008851556347786796,0.0019503912255340664,0.003812759531898857,0.006264763274109131,0.057802005704296555,0.021630615640599066,0.12626976118398925,0.5963987230911911,0.5223926273585103,0.4104991931719485,0.33674101597158956,0.3553578490179053,0.4098831753017701,0.74755406256561,0.3522782063645129,0.707387132775926,0.5379457482474854,0.1663466154584735,0.4528457726385342,0.15562893985681148,0.29573675942066413,0.12892463212409427,0.6701980654076463,0.4587628865979382,0.0,0.163265306122449
I26,0.5035211267605635,0.7276422764227639,0.6700957786449095,0.7348429510591672,0.8084815321477429,0.7439446366782008,0.1559633027522933,0.6048158640226631,0.9518987341772149,0.232667450058754,0.31262288635469937,0.8052207942366701,0.7293170125953521,0.5678110542975408,0.20554444922438447,0.33290037204310874,0.5386983767049351,0.7667787800030577,0.1768080644070089,0.5715148698884758,0.0,0.34957086522848535,0.7645198442441637,0.8046859355183233,0.48673435964624956,0.028381764248480823,0.020643419771661203,0.07905900501349789,0.04896436790730895,0.012241573162616738,0.07383918459796152,0.06213412755468828,0.13078480080964205,0.07321131447587356,0.1974436596030945,0.5937504137983269,0.4622097037715126,0.8188677763968816,0.31215477847252693,0.2946318680805934,0.34699847901362413,0.5783749737560362,0.8645732883317263,0.697980718256072,0.26262898941960205,0.2944446111377821,0.85973869950443,0.07110626834143308,0.1373770632922289,0.028533725070338356,0.5840626439428835,0.5721649484536082,0.5340909090909091,0.8571428571428572
N31,0.5211267605633803,0.6504065040650409,0.6683221000354735,0.7399561723886048,0.8007295941632468,0.8062283737024223,0.1100917431192654,0.6232294617563738,0.0,0.9999999999999996,1.0000000000000002,1.0,0.7608728046833422,0.5731534396081296,0.3758635523951718,0.18226350314523942,0.08960710963861152,0.0,0.2654443767900232,0.2008131970260223,0.5751437512525243,0.2241188751074542,0.0,0.0,0.0,0.025285833597327417,0.013983538366227094,0.08950671388002668,0.04820130270491354,0.00943645166471628,0.07938844847112114,0.06839889082879741,0.18083540344097881,0.15887661977512232,0.25005045408678106,0.0,0.0,0.3477488409141285,0.0,0.0,0.0,0.1897123661557842,0.7364693828351014,0.06049092758530161,0.0,0.0,0.0,0.0,0.2075523131110968,0.4876378756566989,0.2528788576692768,0.5567010309278351,0.5340909090909091,0.8571428571428572
H14,0.6232394366197184,0.7487804878048785,0.6670805250088684,0.739225712198685,0.8032375740994073,0.766089965397924,0.10458715596330226,0.5552407932011332,0.9759493670886075,0.21269095182138642,0.32009437672040897,0.8985487911534072,0.6139577789604399,0.4728655523568083,0.2297618746362325,0.0,0.0,0.44007032563828163,0.0,0.0,0.4433396537637392,0.0,0.21507833494817286,0.24180628796475545,0.5259580740255486,0.390389655271722,0.2735640322152403,0.07776180626161344,0.12350057687729302,0.019572749592712414,0.20166100415251037,0.4280579233850262,0.15155488085380436,0.09247214238894771,0.25354860410359914,0.5948097375154728,0.514385273385035,0.6428952610876638,0.31037658590725037,0.3026211791259114,0.36019546293000226,0.49674574847785,0.7116381388621023,0.6824081183044146,0.6398049375190491,0.1724075852136343,0.490489062421785,0.1754025923672899,0.28041047051312407,0.12451759081741898,0.48717948717948717,0.5,0.5340909090909091,0.06122448979591838
M6,0.6408450704225352,0.9357723577235773,0.6363958850656262,0.8130021913805696,0.8383492932056544,0.570242214532872,0.0,0.905099150141643,0.9797468354430379,0.28319623971797814,0.31262288635469937,0.5253553905219313,0.06078410502040088,0.5284951087812773,0.8853278335906065,0.9886367461375035,1.0,0.9938847271059471,0.9834472182757141,0.9999999999999999,1.0,0.9857273459140092,0.9719383557887424,0.9775048394633203,0.9998771699967246,0.04851251331970163,1.0,1.0,1.0000000000000002,1.0,1.0,0.06572866385950499,1.0,1.0,1.0,0.5529664506882161,0.4541484114782274,0.3789202305764062,0.3410931579493441,0.35446951533828286,0.41422607682599266,0.5508293092588704,0.3822926711668275,0.7024462935996745,0.5390429747028345,0.1638412145943352,0.4547729889372776,0.15579605997606838,0.2981076175924133,0.12272489604860187,0.6121602947950253,0.6701030927835052,0.5340909090909091,0.8571428571428572
L21,0.6408450704225352,0.9008130081300816,0.6346222064561902,0.7779401022644264,0.835841313269494,0.5750865051903115,0.16880733944954152,0.9150141643059491,0.867088607594936,0.1445358401880137,0.011010617381046028,0.30555432027393614,0.0,0.46855440496140016,1.0,0.9850232353692414,0.9993889729993958,0.9551291851398869,0.9829736373271992,0.9949581784386616,0.9894556722008973,0.9811972109651097,0.997184694978154,0.9968960683532475,0.9992220766459221,0.0280793710220891,0.22130277015665098,0.12179644497423131,0.10426522925530943,0.11203276657258895,0.13382408456021144,0.04662627092533633,0.15622412365443,0.13719558311904403,0.1184661957618568,0.8283900874842491,0.8334549177019824,0.06296562914472933,0.7228372571416021,0.7465208293116614,0.8496553509595158,0.28490447197144664,0.14711909353905495,0.5178393998252226,0.4489571994600949,0.8338934229476718,0.7054612804725435,0.905921400065511,0.9341790948415005,0.01526280407340086,0.8387839705204976,0.02577319587628868,0.5340909090909091,0.8571428571428572
E20,0.665492957746479,0.7146341463414634,0.6667257892869811,0.7231555880204528,0.8020975832193343,0.7605536332179931,0.2532110091743123,0.5651558073654392,0.8708860759493673,0.08460634547591006,0.01769563507668126,0.9763122396643987,0.60657087103069,0.4696286111230467,0.2971505934154921,1.0,0.995437665062155,0.9757682311573155,0.9949935728299844,0.9137778810408921,0.9911205660639134,0.9999999999999999,1.0,1.0,1.0,0.7313020188347782,0.6283963182582528,0.07544788416365744,0.17311812859785244,0.030902228035152933,0.17893544733861838,0.7696415733798909,0.17324500874045445,0.16180103867291887,0.1221661621257989,0.6567801749684985,0.6765322786415345,0.3537542704418194,0.44465090840847166,0.45435725394902576,0.6196627940843339,0.3503674154944363,0.5298336547733848,0.3906160788829123,0.3851961509992598,0.6528144503120501,0.6660159183060519,0.09666227697820082,0.040204159224108915,0.06749993775365382,0.8381698142177183,0.14432989690721654,0.5340909090909091,0.8571428571428572
B13,0.6760563380281691,0.7471544715447156,0.6684994678964171,0.7472607742878011,0.806201550387597,0.7640138408304499,0.08807339449541285,0.5552407932011332,1.0,0.19388954171562833,0.31222965001966174,0.12107736321726631,0.9999999999999999,0.6662799524484739,0.5989067996052332,0.9383683563377019,0.9355332568418051,0.9921265861489069,0.9331754730171615,0.8903345724907062,0.9588092925742651,0.9394435575204333,0.9283925339573317,0.9383552499833123,0.966549295774648,0.03250007199838725,0.031573590583237415,0.1077726746835887,0.05640577976106902,0.014163282164245894,0.10732351830879577,0.06665297319502927,0.22168552764743754,0.13729642515000254,0.2841574167507569,0.6133479025655233,0.5070523396798204,0.6733291268641687,0.37368663387141887,0.38015480055747963,0.42051713536778745,0.8662187696829731,0.6008015911282545,0.7503014614816348,0.6001741629294204,0.11260801728276537,0.9999999999999998,0.16092330523487064,0.28730425176289986,0.1403032641983915,0.47689236910793803,0.7525773195876289,0.5340909090909091,0.06122448979591838
